ministry,parent_org,code,name,address,pincode,officer_designation,org_level
Ministry of Railways ( Railway Board),NORTH WESTERN RAILWAY,VIG66,Chief Vigilance Officer,"North Western Railway Near Jawahar Circle Jaipur-3, 2017",302017.0,CVO Stores and Mechanical,3.0
Ministry of Railways ( Railway Board),NORTH EASTERN RAILWAY,VIGNE,Vigilance NER,"SDGM, North Eastern Railway, Gorakhpur",273012.0,Bharat Bhusan,3.0
Ministry of Railways ( Railway Board),Southern Railway,VIGHQ,Vigilance organisation,"Vigilance Branch  Southern Railway, 7 th Floor  CAO/CN Complex  EVR Periyar Road , Egmore  Chennai",600008.0,Dy. Chief Vigilance Officer,3.0
Ministry of Railways ( Railway Board),Research Design and Standard Organisation,VDUTU,Electrical Energy Management Directorate,"Executive Director/Electrical Energy Management , RDSO  Manak Nagar , Lucknow-226011",226011.0,ED EEM,3.0
Ministry of Railways ( Railway Board),South Central Railway,WTPYS,CHIEF WORKSHOP MANAGER TIRUPATI,"CARRIAGE REPAIR SHOP, SETTIPALLI  RENIGUNTA,  ",517506.0,CHIEF WORKSHOP MANAGER,3.0
Ministry of Railways ( Railway Board),WR Personnel,WSSBI,Workshop S SBI,"Sabarmati,  ,  ",,APO SBI,4.0
Ministry of Railways ( Railway Board),WESTERN RAILWAY,WRVIG,WR Vigilance,"1st Floor  GM Building, Western Railway HQ  Churchgate, Churchgate",400020.0,Dy. CVO A,3.0
Ministry of Railways ( Railway Board),WR Commercial,WRTCS,PCCM TC,"Chief Commercial Managers Office, Station Building  Second Floor  Churchgate, Mumbai 400020",400020.0,ACM TC,4.0
Ministry of Railways ( Railway Board),Northeast Frontier Railway,WSNBQ,New Bongaigaon Workshop,"Office of the Chief Workshop Manager, New Bongaigaon Workshop, New Bongaigaon",783381.0,APO NBQS,3.0
Ministry of Railways ( Railway Board),South Central Railway,WRYPS,CHIEF WORKSHOP MANAGER RAYANAPADU,"Wagon Workshop  Guntupalli, Vijayawada,  ",521241.0,CHIEF WORKSHOP MANAGER,3.0
Ministry of Railways ( Railway Board),WESTERN RAILWAY,WRPRO,WR Public Relations,"3rd Floor  Station Building , Western Railway HQ, Churchgate",400020.0,CPRO WR,3.0
Ministry of Railways ( Railway Board),WESTERN RAILWAY,WRPCE,WR Engineering,"Churchgate Old Bldg. 2nd floor  Churchgate , Mumbai,  ",400020.0,DY.CE  PL,3.0
Ministry of Railways ( Railway Board),WR Commercial,WRPAC,PCCM PA,"CCM OFFICE  HEADQUARTER OFFICE CHURCHGATE STATION , BUILDING MUMBAI 400020",400020.0,ACM G,4.0
Ministry of Railways ( Railway Board),WR Commercial,WRPMC,PCCM PM,"Passenger Marketing Section, Commercial Department, HQ Office Churchgate",400020.0,Dy. CCM PM,4.0
Ministry of Railways ( Railway Board),WESTERN RAILWAY,WRRJT,WR Rajkot,"Divisional Railway Manager Office, Kothi Compound, Rajkot (Gujarat)",360001.0,Sr. Div. Commercial Manager,3.0
Ministry of Railways ( Railway Board),ACCOUNTS,WRSKT,Workshop Kota,"Accounts office  W and S , Sogariya Road  Kota",324007.0,AFA W and S,4.0
Ministry of Railways ( Railway Board),WESTERN RAILWAY,WRRTM,WR Ratlam,Divisional Railway Managers Office RATLAM,457001.0,ACM-Chg,3.0
Ministry of Railways ( Railway Board),PERSONNEL,WRS1K,Wagon Repair Shop Kota,Kota,,Senior Personnel Officer,4.0
Ministry of Railways ( Railway Board),WESTERN RAILWAY,WRFIN,WR Accounts,"Churchgate Station Bldg. 7th floor  Churchgate  Mu, mbai",400020.0,Dy CAO  G,3.0
Ministry of Railways ( Railway Board),WR Commercial,WRFMC,PCCM FM,"Freight Marketing Cell, Commercial Department, HQ Office  Churchgate",400020.0,SCM FM,4.0
Ministry of Railways ( Railway Board),Sr.Divisional Personnel Office MYS,YAPO1,Assistant Personnel Officer I,"Office of Divisional Railway Manager(P), South Westen Railway  Irwin Road , Mysore",570021.0,Assistan Personnel Officer I,5.0
Ministry of Railways ( Railway Board),Sr.Divisional Personnel Office MYS,YAPO2,Assistant Personnel Officer II,"Office of Divisional Railway Manager, South Western Railway  Irwin Road , Mysore",570021.0,Assistant Personnel Officer II,5.0
Ministry of Railways ( Railway Board),Assistant Personnel Officer I,YPPAS,Chief Office Superintendent Pass,"Office of Divisional Railway Manager(PB) , South Western Railway  Irwin Road , Mysore",570021.0,Chief Office Superintendent,6.0
Ministry of Railways ( Railway Board),Assistant Personnel Officer I,YPPGL,Chief Office Superintendent PG,"Office of Divisional Railway Manager(PB) , South Western Railway  Irwin Road , Mysore",570021.0,Chief Office Superintendent,6.0
Ministry of Railways ( Railway Board),Divisional Personnel Officer,YPPNM,PNM SECTION,"Office of Divisional Railway Manager(PB) , South Western Railway  Irwin Road , Mysore",570021.0,Office Superintendent,6.0
Ministry of Railways ( Railway Board),Divisional Personnel Officer,YPQRS,QUARTERS SECTION,"Office of Divisional Railway Manager(PB) , South Western Railway  Irwin Road , Mysore",570021.0,Office Superintendent,6.0
Ministry of Railways ( Railway Board),Divisional Personnel Officer,YPRNG,RUNNING CADRE,"Office of Divisional Railway Manager(PB) , South Western Railway  Irwin Road , Mysore",570021.0,Chief Office Superintendent,6.0
Ministry of Railways ( Railway Board),Assistant Personnel Officer I,YPSTL,Chief Office Superintendent Settlement,"Office Divisional Railway Manager(PB) , South Western Railway  Irwin Road , Mysore",570021.0,Chief Office Superintendent,6.0
Ministry of Railways ( Railway Board),Sr.Divisional Personnel Office MYS,YPSTN,STENO TO SRDPO MYS,"Office of Divisional Railway Manager(PB) , South Western Railway  Irwin Road , Mysore",570021.0,Stenographer Grade I,5.0
Ministry of Railways ( Railway Board),Divisional Personnel Officer,YPSYS,PRIME SECTION,"Office of Divisional Railway Manager(PB) , South Western Railway  Irwin Road , Mysore",570021.0,Chief Office Superintendent,6.0
Ministry of Railways ( Railway Board),Assistant Personnel Officer I,YPTFC,Chief Office Superintendent Traffic,"Office of Divisional Railway Manager(PB), South Western Railway  Irwin Road , Mysore",570021.0,Chief Office Superintendent,6.0
Ministry of Railways ( Railway Board),Divisional Personnel Officer,YPWEL,WELFARE SECTION,"Office of Divisional Railway Manager(PB) , South Western Railway  Irwin Road , Mysore",570021.0,Ch Staff and Welfare Inspector,6.0
Ministry of Railways ( Railway Board),WELFARE SECTION,YPWI1,Welfare Inspector No1,"Office of Divisional Railway Manager(PB) , South Western Railway  Irwin Road , Mysore",570021.0,Ch Staff and Welfare Inspector,7.0
Ministry of Railways ( Railway Board),WELFARE SECTION,YPWI2,Welfare Inspector N2,"Office of Divisional Railway Manager(PB) , South Western Railway  Irwin Road , Mysore",570021.0,Ch Staff and Welfare Inspector,7.0
Ministry of Railways ( Railway Board),WELFARE SECTION,YPWI3,Welfare Inspector No3,"Office of Divisional Railway Manager(PB) , South Western Railway  Irwin Road , Mysore",570021.0,Ch Staff and Welfare Inspector,7.0
Ministry of Railways ( Railway Board),WELFARE SECTION,YPWI4,Welfare Inspector No4,"Office of Divisional Railway Manager(PB) , South Western Railway  Irwin Road , Mysore",570021.0,Ch Staff and Welfare Inspector,7.0
Ministry of Railways ( Railway Board),WELFARE SECTION,YPWI5,Welfare Inspector No5,"Office of Divisional Railway Manager(PB) , South Western Railway  Irwin Road , Mysore",570021.0,Ch Staff and Welfare Inspector,7.0
Ministry of Railways ( Railway Board),WELFARE SECTION,YPWI6,Welfare Inspector No6,"Office of Divisional Railway Manager(PB) , South Western Railway  Irwin Road , Mysore",570021.0,Staff and Welfare Inspector,7.0
Ministry of Railways ( Railway Board),WELFARE SECTION,YPWI7,Welfare Inspector No7,"Office of Divisional Railway Manager(PB) , South Western Railway  Irwin Road , Mysore",570021.0,Staff and Welfare Inspector,7.0
Ministry of Railways ( Railway Board),WELFARE SECTION,YPWI8,Welfare Inspector No8,"Office of Divisional Railway Manager(PB) , South Western Railway  Irwin Road , Mysore",570021.0,Staff and Welfare Inspector,7.0
Ministry of Railways ( Railway Board),Research Design and Standard Organisation,YATAY,Traffic Directorate,"Executive Director  Traffic, RDSO  Manak Nagar , Lucknow",226011.0,ED Traffic,3.0
Ministry of Railways ( Railway Board),Sr.Divisional Personnel Office MYS,YDPO1,Divisional Personnel Officer,"Office of Divisional Railway Manager(P), South Western Railway  Irwin Road , Mysore",570021.0,Divisional Personnel Officer,5.0
Ministry of Railways ( Railway Board),Divisional Personnel Officer,YPADM,GENL ADMN SECTION,"Office of Divisional Railway Manager(PB) , South Western Railway  Irwin Road , Mysore",570021.0,Chief Office Superintendent,6.0
Ministry of Railways ( Railway Board),Divisional Personnel Officer,YPBIL,BILL SECTION,"Office of Divisional Railway Manager(PB) , South Western Railway  Irwin Road , Mysore",570021.0,Chief Office Superintendent,6.0
Ministry of Railways ( Railway Board),Sr.Divisional Personnel Office MYS,YPCGA,CGA Section,"Office of Divisional Railway Manager(PB) , South Western Railway  Irwin Road , Mysore",570021.0,Chief Office Superintendent,5.0
Ministry of Railways ( Railway Board),Divisional Personnel Officer,YPCPC,CP CELL,"Office of Divisional Railway Manager(PB) , South Western Railway  Irwin Road , Mysore",570021.0,Office Superintendent,6.0
Ministry of Railways ( Railway Board),Assistant Personnel Officer II,YPENG,ENGG CADRE,"Office of Divisional Railway Manager(PB) , South Western Railway  Irwin Road , Mysore",570021.0,Chief Office Superintendent,6.0
Ministry of Railways ( Railway Board),Assistant Personnel Officer I,YPLAW,Chief Law Assistant,"Office of Divisional Railway Manager(PB) , South Western Railway  Irwin Road , Mysore",570021.0,Chief Law Assistant,6.0
Ministry of Railways ( Railway Board),Assistant Personnel Officer I,YPMEC,Office Superintendent Mechl,"Office of Divisional Railway Manager(PB) , South Western Railway  Irwin Road , Mysore",570021.0,Office Superintendent,6.0
Ministry of Railways ( Railway Board),Assistant Personnel Officer II,YPMES,MEDL ELECL SIGNAL CADRE,"Office of Divisional Railway Manager(PB) , South Western Railway  Irwin Road , Mysore",570021.0,Office Superintendent,6.0
Ministry of Railways ( Railway Board),WELFARE SECTION,YWSNR,SWI 02,"Office of Divisional Railway Manager(PB) , South Western Railway  Irwin Road , Mysore",570021.0,Ch Staff and Welfare Inspector,7.0
Ministry of Railways ( Railway Board),Railway Recruitment Board,CDGRB,chandigarh railway recruitment board,"Railway Recruitment board/Chandigarh, Railway Colony, chandigarh",160002.0,Chairman,3.0
Ministry of Railways ( Railway Board),WR Mechanical,CDIND,CDO INDORE,"CDO INDORE,  ,  ",,CDO IND,4.0
Ministry of Railways ( Railway Board),WR Mechanical,CDADI,CDO AHMEDABAD BROAD GAUGE,"CDO BROAD GAUGE  KALUPUR, AHMEDABAD,  ",380001.0,CDO ADI BG,4.0
Ministry of Railways ( Railway Board),NF Railway Construction Organisation,CECN1,NF RAILWAY CONSTRUCTION,"CE CON 1, Maligaon,  ",781011.0,CE CON 1,4.0
Ministry of Railways ( Railway Board),NF Railway Construction Organisation,CECN2,CECON2NFR,"Ajay Kumar, GM CON, NF Railway  Maligaon",781011.0,CE C 2,4.0
Ministry of Railways ( Railway Board),NF Railway Construction Organisation,CECN3,GMCON,"GM CON, Maligaon, Guwahati",781011.0,CE  CON  3,4.0
Ministry of Railways ( Railway Board),NF Railway Construction Organisation,CECN4,GMCON,"GM CON Office, Maligaon, Guwahati",781011.0,CE CON 4,4.0
Ministry of Railways ( Railway Board),NF Railway Construction Organisation,CECN5,GMCON,"CE CON 5, Maligaon, Guwahati",781011.0,CE CON 5,4.0
Ministry of Railways ( Railway Board),NF Railway Construction Organisation,CECN6,CE  CON  6,"GM CON Office, Maligaon, Guwahati",781011.0,CE CON 6,4.0
Ministry of Railways ( Railway Board),NF Railway Construction Organisation,CECN7,CECON7,"GM CON Office, Maligaon, Guwahati",781011.0,CE CON 7,4.0
Ministry of Railways ( Railway Board),NF Railway Construction Organisation,CECN8,CE CON 8,"GM CON Office, Maligaon, Guwahati",781011.0,CEC8,4.0
Ministry of Railways ( Railway Board),NF Railway Construction Organisation,CECN9,CE CON 9,"GM CON OFFICE, MALIGAON, GUWAHATI",781011.0,CE CON 9,4.0
Ministry of Railways ( Railway Board),Engineering Department N.C.Rly Allahabad,CEBAG,BRIDGE LINE AGRA,"DRM OFFICE CAMPUS, AGRA CANTT. NORTH CENTRAL RAILWAY, AGRA",282001.0,DY CE BRIDGE LINE AGRA,4.0
Ministry of Railways ( Railway Board),Principal Chief Engineer ER,CEBRL,CBE ER,"PCEs Office  ERly, 17  NS Rd  2nd Floor, Kolkata",700001.0,Dy.CE BRL,4.0
Ministry of Railways ( Railway Board),Engineering Department N.C.Rly Allahabad,CEBJH,Bridge Line Jhansi,"DRM office Campus, North Central Railway, Jhansi",284128.0,DY. CE BRIDGE LINE JHANSI,4.0
Ministry of Railways ( Railway Board),Engineering Department N.C.Rly Allahabad,CEBLD,Bridge Line Allahabad,"Balmiki Chouraha  Nawab Yusuf Road  NCR  Allahabad,  ,  ",211001.0,Dy. CE Bridge Line Allahabad,4.0
Ministry of Railways ( Railway Board),NORTH WESTERN RAILWAY,CCM56,Chief Commercial Manager,"North Western Railway  Headquarters near Jawahar C, ircle Jaipur-302017",302017.0,Dy. CCM PM and HQ,3.0
Ministry of Railways ( Railway Board),South Central Railway,CCM12,CHIEF COMMERCIAL MANAGER,"FIRST FLOOR  RAILNILAYAM , SECUNDERABAD",500025.0,CCM Ctg PS,3.0
Ministry of Railways ( Railway Board),Chief Commercial Manager,CCMCG,Catering,"3  Koilaghat Street, Kolkata - 7000 01,  ",700001.0,SCM Catg,4.0
Ministry of Railways ( Railway Board),Central Railway,CCMCR,CHIEF COMMERCIAL MANAGER CR,"5th FLOOR  PCCM Office  NEW ADMINSTRATIVE BLDGCENT, RAL RAILWAYMUMBAI CST",400001.0,Dy.CCM  Claims,3.0
Ministry of Railways ( Railway Board),CHIEF COMMERCIAL MANAGER CR,CCMDB,DATA BASE RESERVATION POLICY,"CCM PM OFFICE 2nd FLOOR PRS BUILDINGBEHIND RESERVA, TION OFFICE C RLYMUMBAI CST",400001.0,DY.CCM DB,4.0
Ministry of Railways ( Railway Board),East Central Railway,CCMEC,CCM,"Principal Chief Commercial Manager East Central Ra, ilway Hajipur",844101.0,Principal Chief Commercial Manager,3.0
Ministry of Railways ( Railway Board),Eastern Railway,CCMER,Chief Commercial Manager,3  Koilaghat Street Kolkata,700001.0,Dy.Chief Comml.Manager Genl.,3.0
Ministry of Railways ( Railway Board),Commercial  NF Railway,CCMFM,CCM Claims,"Office of the Commercial Manager   Claims N.F. Rai, lway Head Quarter Maligaon  Guwahati",781011.0,ACM Coaching Refund,4.0
Ministry of Railways ( Railway Board),North Central Railway,CCMHQ,Commercial Department - NC Railway,"G.M. office  Subedargang, Headquarter  NCR , Allahabad",211011.0,Dy.CCM  General,3.0
Ministry of Railways ( Railway Board),SOUTH WESTERN RAILWAY,CCMUB,Chief Commercial Manager.,"2nd Floor  Commercial Branch, New Zonal Office  Gadag Road, Hubli.",580020.0,PCCM.SWR.UBL,3.0
Ministry of Railways ( Railway Board),Exec.director/T &C,CCMKR,KRCL Catering,"Office of CCM KRCL,  , Navi Mumbai",400614.0,Chief Commercial Manager,3.0
Ministry of Railways ( Railway Board),Northern Railway,CCMMF,FREIGHT MARKETING AND RATES,"COMMERCIAL BRANCH  ANNEXE-I, BARODA HOUSE, NEW DELHI",110001.0,CCM FM,3.0
Ministry of Railways ( Railway Board),NORTH EASTERN RAILWAY,CCMNE,CCMNER,"PCCM Office, Gorakhpur, UTTAR PRADESH",273012.0,SECRETARY To PCCM,3.0
Ministry of Railways ( Railway Board),Chief Commercial Manager,CCMPM,Passenger reservation system,"14  Strand Road,  , Kolkata - 7000 01",700001.0,Dy.CCM ATP,4.0
Ministry of Railways ( Railway Board),CHIEF COMMERCIAL MANAGER CR,CCMPS,Catering and Passenger Services,"CCM office Second Floor  N A Building, Central Railway  Mumbai CST",400001.0,ACM COG,4.0
Ministry of Railways ( Railway Board),Chief Commercial Manager,CCMRC,Refund Coaching,"3  Koilaghat Street, Kolkata - 7000 01,  ",,Dy.CCMATP,4.0
Ministry of Railways ( Railway Board),CCMNER,CCMRF,CCM REFUND,"CCM REFUND, North Eastern Railway, Gorakhpur",273012.0,Dy. CCO,4.0
Ministry of Railways ( Railway Board),South Central Railway,CCOSC,CHIEF CLAIMS OFFICER,"C-Block  1 Floor  Room 106  Rail Nilayam  Secunder, abad",500071.0,Chief Commercial Manager Claims- Catering,3.0
Ministry of Railways ( Railway Board),WEST CENTRAL RAILWAY,CCMWC,COMMERCIAL,"PRINCIPAL CHIEF COMMERCIAL MANAGER  GM OFFICE, WEST CENTRAL RAILWAY, JABALPUR",482001.0,PCCM,3.0
Ministry of Railways ( Railway Board),Northern Railway,CCOBS,CHIEF CLAIM OFFICER VARANASI,"STATION BUILDING, VARANASI,  ",221002.0,Astt. Coml. manager Claims,3.0
Ministry of Railways ( Railway Board),CHIEF COMMERCIAL MANAGER CR,CCOCR,Chief Claim Office,CCOs Office 5th Floor NA Bldg Central Railway CSMT,400001.0,ACM Claims,4.0
Ministry of Railways ( Railway Board),Personnel Department Jhansi,CCJHS,Commercial Jhansi,"SrDCM, DRM Office, Jhansi",284003.0,SrDCM,5.0
Ministry of Railways ( Railway Board),Principal Chief Engineer ER,CEPRD,CPDE,"PCEs Office  ERly, 17 NS Road  2nd Floor, KOLKATA",700001.0,Dy. CE PRD,4.0
Ministry of Railways ( Railway Board),Principal Chief Engineer ER,CEROB,CBE ER,"PCEs Office  ERly, 17 NS Road  2nd Floor, Kolkata",700001.0,DyCE WS,4.0
Ministry of Railways ( Railway Board),Ministry of Railways ( Railway Board),CERLY,Central Railway,"OFFICE OF THE GENERAL MANAGER CENTRAL RAILWAY MUMB, AI CST",400001.0,Dy Secretary Public Grievances,2.0
Ministry of Railways ( Railway Board),Mechanical Department,CESHQ,CESE,"CESE office NCR Headquarters, Subedarganj, Allahabad",211015.0,CESE,4.0
Ministry of Railways ( Railway Board),Principal Chief Engineer ER,CETMC,Track machine,"E.Rly Hq, 2nd Floor  17  NS Road, Kolkata",700001.0,Dy. CE TMC,4.0
Ministry of Railways ( Railway Board),Personnel Branch,CEWPB,Electrical Workshop Perambur,"Personnel Branch  Workshop Electrical Services , O/o Chief Electrical Workshop Engineer , Southern Railway  Perambur  Chennai",600023.0,Assistant  Personnel Officer,4.0
Ministry of Railways ( Railway Board),Chief Operating Manager,CFTM7,OPERATING NWR,"NWR HQ  NEAR JAWAHAR CIRCLE, JAIPUR,  ",302017.0,ATM HQ,4.0
Ministry of Railways ( Railway Board),NORTH WESTERN RAILWAY,CEE76,Chief Electrical Engineer,"North Western Railway Headquarters, Near Jawahar Circle, Jaipur-302017",302017.0,Dy CEE Planning &amp; EM  HQ,3.0
Ministry of Railways ( Railway Board),East Central Railway,CEEEC,Electrical Deptt.,"E. C. Railway HQ   GM Building  Dighi kala Hajipur,   Vaishali  Bihar",844101.0,Dy.CEE LOCO ECR HQ HJP,3.0
Ministry of Railways ( Railway Board),Eastern Railway,CEEER,Chief Electrical Engineer,"Office of the Chief Electrical Engineer , Eastern Rly/HQ  Fairlie Place , 17  Netaji Subhas Road Kolkata",700001.0,Dy.CEE.W.HQ,3.0
Ministry of Railways ( Railway Board),North Central Railway,CEEHQ,Electrical Department,"Electrical Department  HQ Office   Subedarganj  Al, lahabad.",211011.0,Dy. CEE G,3.0
Ministry of Railways ( Railway Board),NF Railway Construction Organisation,CEECN,GM CON,"CEE CON Office, Maligaon, Guwahati",781011.0,CEE CON,4.0
Ministry of Railways ( Railway Board),Central Railway,CEECR,Chief Electrical Engineer CR,"2nd Floor  Parcel Building , Mumbai CST  Central Railway, Mumbai",400001.0,Dy.CEE D and G,3.0
Ministry of Railways ( Railway Board),NORTH EASTERN RAILWAY,CEENE,CEE Office NE Railway,"CEE Office NE Railway, Gorakhpur,  ",273012.0,Dy. CEE Coaching,3.0
Ministry of Railways ( Railway Board),South East Central Railway,CEEPG,Chief Electrical Engineer,"Office of the Chief Electrical Engineer, New Zonal Building, Bilaspur",495004.0,CEGE,3.0
Ministry of Railways ( Railway Board),South Central Railway,CEESC,CHIEF ELECTRICAL ENGINEER,"SEVENTH FLOOR,  ,  ",,PCEE,3.0
Ministry of Railways ( Railway Board),SOUTH WESTERN RAILWAY,CEEUB,Chief Electrical Engineer.,"1st Floor New Zonal Head Quaters Office West Block, Gadag Road, Hubli.",580023.0,CEEUBLSWR.,3.0
Ministry of Railways ( Railway Board),WEST CENTRAL RAILWAY,CEEWC,ELECTRICAL,"PRINCIPAL CHIEF ELECTRICAL ENGINEER  GM OFFICE, WEST CENTRAL RAILWAY, JABALPUR",482001.0,PCEE,3.0
