OfficerDetail,OfficerDetail_torg,comment,date_of_action,delay,remarks
"PGRO, PGRO",,,2023-04-21T00:00:00.000+0000,78.0,"परिवादी बिपिन कुमार सिंह, पिता/पति-गणेश सिंह, ग्राम-बनियाचक, पो०-जोठा, प्रखंड/अंचल-धोरैया, जिला-बांका द्वारा ऑनलाइन के माध्यम से परिवाद अनन्य सं0 

999880103022346458



दायर किया गया है, जो अंतरण के माध्यम से प्राप्त है| दायर परिवाद का अवलोकन किया गया| परिवाद की विषयवस्तु परिवादी के पिता गणेश सिंह को प्रधानमंत्री आवास का लाभ नहीं मिल कर फर्जी व्यक्ति के द्वारा राशि निकासी कर लेने पर दोषी व्यक्ति के विरुद्ध कार्रवाई करवाते हुए परिवादी के पिता एवं भाई को प्रधानमंत्री आवास योजना का लाभ देने का अनुरोध किया गया है| साथ ही भुखमरी का शिकार हो गए हैं एवं आर्थिक तथा मानसिक प्रताड़ना एवं वित्तीय संकट मे घिरे हुए हैं का उल्लेख किया गया है| 


परिवादी द्वारा सामान विषयवस्तु पर अनेकों परिवाद दायर किया गया है| जिस पर पूर्व में आदेश पारित किया जा चुका है| अनेक परिवाद में से एक परिवाद का अनन्य सं०-9999901140922332244 है| परिवाद अनन्य सं०-9999901140922332244 पर पारित आदेश इस प्रकार उधृत है:- “परिवाद अनन्य सं०-9999901140922332244 परिवादी बिपिन कुमार सिंह, पिता/पति-गणेश सिंह, ग्राम-बनियाचक, पो०-जोठा, प्रखंड/अंचल-धोरैया, जिला-बांका द्वारा ऑनलाइन के माध्यम से परिवाद दायर किया गया है, जो अंतरण के माध्यम से प्राप्त है| दायर परिवाद का अवलोकन किया गया|परिवादी ने अपने परिवाद में प्रखंण्ड विकास पदाधिकारी अमर कुमार मिश्रा को परिवाद संख्या 9999901140122282618 का स्वीकृत करते हुए रामु मरांडी चांदनी सिंह पर प्राथमिकी दर्ज कराने आदेश देते हुए परिवाद को निष्पादित किया गया था लेकिन धोरैया प्रखंण्ड विकास पदाधिकरी ने चांदनी सिंह पर अब तक एफआईआर दर्ज नही कराया है जिस्से स्पष्ट है की धोरैया प्रखंण्ड विकास पदाधिकारी अमर कुमार मिश्रा का आचरण ठीक नही है अःतः-श्री मान से अनुरोध है की धोरैया प्रखंण्ड विकास पदाधिकारी अमर कुमार मिश्रा पर कार्य स्थिलता के आरोप मे प्रपत्र (क)गठित कर सस्क्त कार्यवाही जल्द-से-जल्द करने की कृपा करे और गणेश सिंह के साथ हुई अनियमताओ का मुआवजा राशि दिलाने का अनुरोध करते हुए परिवाद दायर किया गया है| इस परिवाद पर आदेश पारित किया गया है| पारित आदेश इस प्रकार उधृत है:- “परिवाद अनन्य सं०-9999901140922332244 परिवादी बिपिन कुमार सिंह, पिता/पति-गणेश सिंह, ग्राम-बनियाचक, पो०-जोठा, प्र"
,,,2023-01-26T00:00:00.000+0000,,
Ms. Aparna Bhatia (Adviser Admin),,,2023-01-30T00:00:00.000+0000,0.0, Since the matter pertain to Govt. of Punjab.
"PGRS, Operator",,,2023-02-27T00:00:00.000+0000,28.0,Grievance received by Subordinate Organisation from Web API
,,,2023-03-02T00:00:00.000+0000,,Sir pls verify
,,,2023-01-26T00:00:00.000+0000,,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-02T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-03-02T00:00:00.000+0000,28.0,"अधीनस्थ अधिकारी के स्तर पर निस्तारित कृपया उक्त प्रकरण का निस्रताण राजस्व विभाग द्वारा सयुक्त रूप से किया जा चूका है परन्तु शिकायत कर्ता द्वारा बार बार सिकायत किया जाता है 
 अतः आख्या शिकायत निक्षेपित करने हेतु प्रेषित है"
,,,2023-01-26T00:00:00.000+0000,0.0,Auto Forwarded
Nandkumar B Adurkar. (RPFC I Thane North),,,2023-02-07T00:00:00.000+0000,12.0,"Sir, in the instant case member filed grievance for correction of name. In this context it is advised to submit the joint declaration on the letter head of the establishment alongwith copy of Aadhar card, PAN card and School Leaving Certificate duly attested by authorized person of the establishment. "
Daya Singh (section officer),,,2023-02-07T00:00:00.000+0000,0.0," Sir, in the instant case member filed grievance for correction of name. In this context it is advised to submit the joint declaration on the letter head of the establishment alongwith copy of Aadhar card, PAN card and School Leaving Certificate duly attested by authorized person of the establishment.	Nandkumar B Adurkar. (RPFC I Thane North)	
"
